limit,sex,education,marital,age,default
20000,female,highschool,married,42,1
210000,female,grad,single,34,0
100000,female,undergrad,married,38,0
120000,female,grad,married,43,1
60000,female,highschool,married,41,0
30000,female,undergrad,single,26,1
290000,female,grad,married,30,0
260000,female,undergrad,single,34,0
130000,female,highschool,married,34,0
180000,female,undergrad,married,42,0
80000,female,undergrad,married,36,0
70000,female,undergrad,married,38,0
290000,female,undergrad,single,34,0
80000,female,undergrad,married,37,0
300000,female,undergrad,married,27,0
200000,female,grad,married,28,0
30000,female,grad,single,29,0
240000,female,grad,single,35,0
500000,female,grad,married,35,0
30000,female,undergrad,married,45,0
180000,female,grad,single,28,0
180000,female,undergrad,married,31,1
180000,female,grad,single,37,0
260000,female,undergrad,single,26,0
80000,female,undergrad,single,33,0
400000,female,undergrad,single,38,0
360000,female,highschool,single,27,0
130000,female,grad,single,29,0
50000,female,undergrad,single,35,0
290000,female,undergrad,single,29,0
360000,female,grad,married,38,0
240000,female,undergrad,single,29,0
80000,female,highschool,married,41,0
230000,female,undergrad,single,32,1
230000,female,grad,married,39,0
330000,female,undergrad,married,37,0
30000,female,undergrad,married,34,0
120000,female,undergrad,married,33,0
60000,female,other,married,30,0
230000,female,undergrad,married,42,1
330000,female,undergrad,married,43,0
380000,female,undergrad,married,44,0
150000,female,grad,single,27,0
170000,female,highschool,single,29,1
200000,female,undergrad,married,30,0
200000,female,undergrad,married,31,0
260000,female,undergrad,married,32,0
430000,female,undergrad,married,47,0
20000,female,undergrad,married,46,1
200000,female,undergrad,married,30,0
290000,female,grad,single,31,0
240000,female,grad,single,28,0
290000,female,grad,married,34,0
490000,female,grad,single,41,0
230000,female,grad,married,39,0
290000,female,undergrad,single,26,0
20000,female,highschool,single,28,0
300000,female,grad,single,28,0
130000,female,undergrad,married,48,1
150000,female,undergrad,married,37,0
50000,female,undergrad,married,37,0
200000,female,undergrad,married,45,0
180000,female,undergrad,married,47,0
300000,female,grad,married,43,0
30000,female,undergrad,other,41,1
420000,female,highschool,married,44,0
320000,female,undergrad,single,42,0
380000,female,grad,single,31,0
270000,female,highschool,married,43,0
150000,female,undergrad,married,40,0
180000,female,undergrad,married,46,0
180000,female,undergrad,single,29,1
140000,female,highschool,married,41,1
90000,female,highschool,married,38,0
100000,female,undergrad,married,33,0
60000,female,undergrad,married,34,1
140000,female,undergrad,single,42,0
50000,female,highschool,married,43,0
140000,female,grad,married,39,0
230000,female,undergrad,single,31,0
240000,female,highschool,single,37,0
180000,female,grad,married,46,0
80000,female,highschool,married,39,0
150000,female,grad,married,37,0
300000,female,grad,single,35,0
420000,female,grad,married,45,1
60000,female,grad,single,31,0
30000,female,highschool,married,48,0
210000,female,grad,single,37,0
170000,female,undergrad,single,38,1
270000,female,undergrad,married,44,0
120000,female,grad,single,39,0
150000,female,highschool,single,42,0
150000,female,grad,single,37,1
240000,female,undergrad,married,35,0
130000,female,highschool,other,43,0
150000,female,highschool,married,38,0
20000,female,grad,married,37,0
390000,female,grad,single,33,0
270000,female,undergrad,married,39,0
180000,female,grad,married,45,1
200000,female,grad,single,30,0
180000,female,undergrad,single,37,0
330000,female,grad,single,39,0
140000,female,grad,single,40,0
220000,female,undergrad,married,34,0
400000,female,grad,married,40,0
150000,female,undergrad,married,36,0
200000,female,undergrad,married,36,1
30000,female,undergrad,married,43,0
170000,female,undergrad,single,30,0
180000,female,undergrad,married,30,0
300000,female,undergrad,married,31,0
100000,female,undergrad,single,32,0
500000,female,grad,married,38,0
80000,female,highschool,married,40,0
60000,female,undergrad,single,40,0
50000,female,undergrad,married,37,0
500000,female,highschool,married,48,0
50000,female,highschool,other,37,1
160000,female,highschool,married,44,0
180000,female,undergrad,married,46,0
520000,female,grad,married,46,0
160000,female,grad,married,33,0
380000,female,grad,married,35,0
440000,female,undergrad,married,33,0
280000,female,grad,single,33,0
130000,female,undergrad,married,35,0
250000,female,undergrad,married,31,0
360000,female,undergrad,married,39,0
470000,female,undergrad,single,36,0
330000,female,undergrad,married,29,0
240000,female,undergrad,married,42,0
360000,female,grad,married,48,0
80000,female,highschool,single,40,1
280000,female,grad,single,29,0
60000,female,grad,married,38,0
220000,female,grad,married,44,1
140000,female,undergrad,married,45,0
230000,female,grad,single,29,0
360000,female,grad,married,30,0
390000,female,grad,single,30,0
280000,female,undergrad,married,32,0
310000,female,highschool,single,32,0
500000,female,undergrad,married,33,0
230000,female,undergrad,single,39,0
30000,female,highschool,married,41,0
120000,female,other,married,41,0
200000,female,undergrad,single,43,0
390000,female,grad,single,30,0
200000,female,grad,single,30,0
600000,female,undergrad,married,38,0
20000,female,highschool,married,45,1
140000,female,undergrad,married,48,0
90000,female,undergrad,married,34,1
20000,female,highschool,married,44,0
30000,female,other,married,45,0
250000,female,grad,single,35,0
350000,female,undergrad,single,33,0
150000,female,undergrad,married,49,0
300000,female,undergrad,single,42,0
50000,female,highschool,married,53,1
390000,female,highschool,married,58,0
120000,female,highschool,single,53,0
140000,female,highschool,single,53,0
80000,female,highschool,married,51,0
50000,female,highschool,married,55,0
140000,female,undergrad,single,49,1
330000,female,undergrad,married,50,0
280000,female,undergrad,married,49,0
470000,female,undergrad,married,49,1
100000,female,other,married,54,0
160000,female,highschool,married,53,0
320000,female,highschool,married,51,0
130000,female,highschool,married,49,0
50000,female,highschool,married,53,0
540000,female,undergrad,married,50,0
50000,female,other,single,48,0
140000,female,undergrad,married,48,0
50000,female,undergrad,married,53,0
360000,female,undergrad,married,69,0
420000,female,grad,married,45,0
360000,female,grad,married,51,0
110000,female,highschool,married,63,1
170000,female,grad,married,52,0
350000,female,grad,other,53,0
240000,female,undergrad,married,56,0
240000,female,undergrad,single,51,0
80000,female,undergrad,married,57,0
60000,female,highschool,married,59,0
220000,female,undergrad,married,53,1
500000,female,grad,single,54,0
20000,male,undergrad,single,24,0
360000,male,undergrad,married,27,1
300000,female,undergrad,married,53,0
60000,male,undergrad,single,38,1
360000,male,undergrad,married,30,1
50000,male,undergrad,single,23,0
130000,male,undergrad,married,24,0
50000,male,grad,married,24,0
150000,male,undergrad,single,28,0
30000,male,grad,single,24,0
350000,male,grad,single,29,0
50000,male,undergrad,single,25,0
20000,male,undergrad,single,23,0
20000,male,undergrad,single,23,0
180000,male,grad,single,26,0
50000,male,highschool,single,26,0
150000,male,undergrad,single,26,1
120000,male,grad,single,27,0
20000,male,undergrad,single,27,1
60000,male,undergrad,single,24,0
80000,male,highschool,single,28,1
50000,male,highschool,single,30,0
50000,male,grad,single,25,0
30000,male,undergrad,single,22,0
20000,male,undergrad,single,26,1
50000,male,undergrad,single,27,0
150000,male,grad,single,25,0
50000,male,undergrad,married,26,0
500000,male,grad,single,28,0
120000,male,grad,single,27,0
260000,male,grad,single,27,0
20000,male,undergrad,single,23,1
20000,male,undergrad,single,24,0
200000,male,grad,single,29,0
80000,male,highschool,married,31,0
160000,male,undergrad,single,28,0
200000,male,grad,single,28,0
90000,male,undergrad,single,29,0
20000,male,highschool,single,41,0
120000,male,undergrad,single,36,0
490000,male,grad,single,35,0
290000,male,undergrad,married,38,0
160000,male,highschool,single,30,0
220000,male,grad,single,30,0
290000,male,undergrad,married,38,0
360000,male,grad,married,37,1
120000,male,undergrad,single,40,1
360000,male,grad,single,30,0
80000,male,highschool,married,33,1
420000,male,undergrad,married,37,0
360000,male,grad,married,39,0
230000,male,undergrad,married,45,0
50000,male,highschool,married,46,1
60000,male,undergrad,married,48,0
200000,male,undergrad,single,30,0
480000,male,undergrad,married,30,0
360000,male,highschool,married,32,0
100000,male,grad,married,33,1
150000,male,grad,married,37,1
20000,male,highschool,married,39,0
500000,male,grad,married,45,0
180000,male,grad,married,36,0
230000,male,undergrad,married,29,0
180000,male,undergrad,single,43,0
60000,male,undergrad,single,29,1
200000,male,grad,married,42,1
30000,male,highschool,married,28,0
20000,male,grad,married,31,1
110000,male,grad,married,41,0
80000,male,highschool,married,41,1
160000,male,undergrad,married,35,0
20000,male,undergrad,single,35,1
30000,male,highschool,single,30,0
30000,male,undergrad,married,48,0
150000,male,undergrad,married,34,1
280000,male,undergrad,married,31,0
50000,male,undergrad,single,33,0
50000,male,undergrad,married,28,1
280000,male,grad,married,34,0
200000,male,undergrad,married,41,0
210000,male,highschool,married,47,1
360000,male,highschool,married,27,0
50000,male,highschool,married,29,0
90000,male,undergrad,single,33,0
270000,male,undergrad,married,35,0
50000,male,highschool,married,44,0
80000,male,undergrad,single,43,0
160000,male,highschool,married,38,0
200000,male,undergrad,married,36,0
30000,male,undergrad,married,37,1
260000,male,undergrad,single,32,1
520000,male,undergrad,married,34,0
140000,male,highschool,married,37,1
20000,male,undergrad,single,34,1
50000,male,highschool,married,41,1
50000,male,undergrad,single,31,0
170000,male,highschool,married,42,0
180000,male,undergrad,single,32,0
360000,male,undergrad,married,35,0
220000,male,undergrad,married,39,0
500000,male,grad,married,48,0
80000,male,undergrad,single,36,0
150000,male,undergrad,married,40,0
140000,male,highschool,married,47,1
190000,male,undergrad,single,39,0
200000,male,grad,single,32,0
260000,male,grad,single,33,0
210000,male,grad,single,30,0
240000,male,undergrad,married,38,1
140000,male,grad,married,39,1
200000,male,grad,married,34,0
200000,male,undergrad,single,35,0
500000,male,grad,single,41,0
50000,male,undergrad,married,39,1
130000,male,undergrad,single,38,0
230000,male,undergrad,single,31,0
260000,male,grad,single,34,0
260000,male,undergrad,married,46,0
160000,male,undergrad,single,30,0
250000,male,undergrad,married,40,1
180000,male,grad,single,30,0
20000,male,grad,married,32,1
270000,male,grad,married,37,1
280000,male,grad,married,47,0
30000,male,undergrad,single,30,0
450000,male,undergrad,single,36,1
360000,male,grad,married,33,0
20000,male,undergrad,single,36,0
200000,male,highschool,single,40,1
500000,male,grad,married,46,0
200000,male,grad,married,42,0
450000,male,highschool,married,39,0
20000,male,undergrad,single,37,1
500000,male,grad,married,42,0
260000,male,grad,single,31,0
60000,male,grad,married,38,1
10000,male,undergrad,married,37,0
240000,male,undergrad,married,34,0
480000,male,grad,married,43,0
520000,male,grad,married,38,0
20000,male,undergrad,married,42,1
180000,male,grad,single,33,0
290000,male,undergrad,married,43,0
50000,male,highschool,single,40,1
500000,male,grad,single,39,0
100000,male,undergrad,single,40,0
300000,male,grad,married,39,0
130000,male,grad,married,40,0
500000,male,grad,married,50,0
220000,male,undergrad,married,55,0
260000,male,highschool,married,63,0
50000,male,undergrad,married,51,1
110000,male,undergrad,single,55,1
350000,male,grad,married,49,0
180000,male,undergrad,married,48,0
120000,male,highschool,single,50,0
460000,male,undergrad,married,51,1
250000,male,undergrad,married,52,1
50000,male,undergrad,married,58,0
350000,male,grad,married,56,0
20000,male,highschool,married,52,1
290000,male,undergrad,married,49,0
500000,male,grad,married,50,1
240000,male,grad,single,57,0
50000,male,undergrad,single,52,0
180000,male,grad,married,50,0
500000,male,highschool,married,52,0
110000,male,undergrad,single,51,0
500000,male,undergrad,married,53,0
30000,male,undergrad,married,53,0
600000,male,grad,married,53,1
80000,male,grad,married,60,0
270000,male,grad,married,61,0
30000,male,highschool,single,56,0
20000,female,undergrad,single,22,1
20000,female,grad,single,23,0
90000,male,highschool,married,56,1
160000,male,undergrad,married,59,0
90000,female,undergrad,single,23,0
60000,female,undergrad,single,24,1
20000,female,highschool,single,24,0
120000,female,undergrad,single,25,0
20000,female,undergrad,married,27,0
130000,female,undergrad,single,28,1
90000,female,undergrad,single,27,0
430000,female,grad,single,27,0
360000,female,grad,single,27,0
10000,female,grad,single,22,0
210000,female,undergrad,single,25,0
120000,female,highschool,married,30,0
120000,female,undergrad,married,30,0
100000,female,grad,single,30,0
60000,female,undergrad,single,28,1
20000,female,grad,single,25,0
200000,female,undergrad,single,26,0
90000,female,highschool,single,26,1
220000,female,grad,single,28,0
180000,female,undergrad,married,40,0
320000,female,grad,single,31,0
280000,female,undergrad,single,29,0
130000,female,undergrad,single,30,0
280000,female,grad,single,30,1
50000,female,undergrad,married,30,0
200000,female,undergrad,single,33,0
320000,female,grad,single,33,0
90000,female,undergrad,married,37,0
180000,female,undergrad,married,34,0
140000,female,undergrad,married,35,0
330000,female,grad,single,36,0
90000,female,undergrad,single,25,1
180000,female,undergrad,single,27,0
200000,female,grad,married,38,0
270000,female,undergrad,married,38,0
60000,female,grad,single,23,0
80000,female,undergrad,single,26,0
250000,female,grad,single,29,1
270000,female,undergrad,married,32,0
170000,female,grad,single,40,0
250000,female,undergrad,married,36,0
360000,female,undergrad,married,38,0
310000,female,undergrad,married,34,0
200000,female,undergrad,married,39,0
130000,female,highschool,married,42,0
310000,female,undergrad,married,49,0
200000,female,undergrad,single,34,0
190000,female,undergrad,married,35,0
210000,female,undergrad,married,36,0
100000,female,undergrad,married,36,0
90000,female,undergrad,married,39,0
290000,female,undergrad,single,41,0
200000,female,undergrad,married,42,0
120000,female,grad,single,40,0
130000,female,undergrad,married,37,1
150000,female,highschool,married,46,0
220000,female,grad,married,37,0
200000,female,undergrad,married,37,0
120000,female,highschool,married,37,0
200000,female,undergrad,single,37,0
100000,female,undergrad,married,41,0
130000,female,undergrad,single,43,0
10000,female,undergrad,single,55,1
150000,female,undergrad,married,45,0
60000,female,highschool,married,42,0
130000,male,highschool,single,27,0
50000,male,grad,single,22,0
410000,male,grad,single,27,0
210000,male,grad,single,29,0
140000,male,undergrad,single,30,0
80000,male,highschool,married,31,1
30000,male,undergrad,single,31,1
200000,male,grad,married,32,0
550000,male,grad,single,31,0
80000,male,undergrad,single,24,1
50000,male,grad,single,25,0
30000,male,grad,single,26,0
100000,male,grad,single,26,0
70000,male,grad,single,27,0
220000,male,grad,single,32,0
30000,male,undergrad,single,25,1
250000,male,undergrad,single,28,0
20000,male,highschool,single,28,0
210000,male,undergrad,single,29,0
360000,male,grad,single,29,0
170000,male,undergrad,single,29,0
10000,male,undergrad,single,29,0
280000,male,undergrad,single,30,1
30000,male,undergrad,single,22,1
20000,male,undergrad,single,24,0
10000,male,grad,single,26,1
80000,male,undergrad,single,26,0
360000,male,grad,single,29,0
250000,male,grad,single,31,0
170000,male,undergrad,single,33,0
80000,male,grad,single,33,1
130000,male,undergrad,married,33,0
260000,male,undergrad,single,34,0
20000,male,undergrad,married,31,0
400000,male,grad,married,32,1
220000,male,grad,married,33,0
180000,male,highschool,single,27,0
10000,male,undergrad,single,29,0
500000,male,highschool,single,53,0
50000,male,undergrad,single,35,0
180000,male,undergrad,married,36,0
370000,male,undergrad,married,39,0
360000,male,grad,married,37,0
230000,male,undergrad,married,41,0
270000,male,grad,married,45,0
150000,male,grad,married,35,0
170000,male,undergrad,married,37,0
10000,male,undergrad,married,41,0
210000,male,grad,married,47,0
270000,male,grad,married,39,0
50000,male,undergrad,single,44,0
250000,male,undergrad,married,34,0
50000,male,grad,single,35,1
280000,male,undergrad,married,35,0
210000,male,undergrad,married,35,0
360000,male,grad,married,45,0
250000,male,undergrad,married,44,0
170000,male,other,married,40,0
140000,male,undergrad,single,38,0
30000,female,undergrad,single,21,0
20000,female,undergrad,married,22,1
50000,female,undergrad,single,22,0
50000,female,grad,single,21,0
60000,female,undergrad,single,22,1
170000,male,grad,married,51,0
220000,male,grad,married,42,0
50000,female,undergrad,married,30,0
20000,female,undergrad,single,23,0
20000,female,undergrad,married,38,0
50000,female,undergrad,single,30,1
160000,female,grad,married,27,0
400000,female,undergrad,single,27,0
140000,female,undergrad,single,27,0
80000,female,grad,single,27,0
140000,female,undergrad,single,27,0
340000,female,grad,married,27,0
70000,female,undergrad,single,26,0
130000,female,grad,single,26,0
30000,female,highschool,single,22,1
90000,female,undergrad,single,23,0
30000,female,undergrad,married,23,0
100000,female,undergrad,single,22,0
20000,female,undergrad,married,23,0
30000,female,grad,single,24,0
90000,female,grad,single,23,0
20000,female,grad,single,23,1
30000,female,undergrad,single,22,0
80000,female,grad,single,22,0
200000,female,highschool,single,25,0
60000,female,highschool,single,23,0
60000,female,undergrad,single,22,0
80000,female,undergrad,married,22,1
20000,female,grad,other,22,1
130000,female,undergrad,single,22,0
20000,female,undergrad,single,22,1
50000,female,grad,single,23,0
60000,female,undergrad,married,23,1
100000,female,undergrad,single,23,0
70000,female,highschool,single,24,0
30000,female,highschool,single,22,1
10000,female,grad,single,22,0
10000,female,undergrad,single,23,0
50000,female,highschool,single,23,1
30000,female,undergrad,single,24,0
30000,female,undergrad,single,24,1
100000,female,highschool,single,24,0
30000,female,highschool,single,24,1
90000,female,undergrad,single,24,0
140000,female,undergrad,single,24,1
50000,female,undergrad,married,24,0
70000,female,undergrad,single,24,0
10000,female,undergrad,single,25,1
20000,female,undergrad,single,24,1
100000,female,undergrad,single,44,0
130000,female,grad,single,27,0
130000,female,undergrad,single,24,0
80000,female,undergrad,single,23,0
50000,female,undergrad,single,23,0
50000,female,grad,single,23,1
150000,female,undergrad,married,24,0
50000,female,undergrad,other,24,0
70000,female,undergrad,single,26,0
30000,female,undergrad,married,26,1
390000,female,grad,single,25,0
80000,female,undergrad,single,25,0
70000,female,grad,single,26,0
30000,female,undergrad,single,23,1
60000,female,undergrad,single,23,0
20000,female,highschool,married,24,0
70000,female,undergrad,single,25,1
200000,female,undergrad,single,25,0
50000,female,undergrad,single,23,0
50000,female,undergrad,married,27,0
20000,female,undergrad,single,23,0
50000,female,grad,single,23,0
90000,female,undergrad,single,24,0
100000,female,undergrad,single,24,0
70000,female,undergrad,single,24,0
90000,female,undergrad,single,24,0
30000,female,highschool,married,23,0
100000,female,grad,single,27,0
280000,female,undergrad,single,25,0
100000,female,undergrad,single,28,0
140000,female,undergrad,married,28,0
10000,female,grad,single,27,1
50000,female,undergrad,married,28,0
120000,female,grad,single,28,0
20000,female,undergrad,married,27,1
30000,female,undergrad,married,27,0
130000,female,undergrad,single,26,0
150000,female,grad,single,27,0
180000,female,undergrad,married,27,0
400000,female,undergrad,single,26,0
300000,female,grad,single,27,0
30000,female,grad,single,27,0
130000,female,grad,single,27,0
20000,female,highschool,married,26,1
50000,female,undergrad,married,27,0
80000,female,undergrad,single,27,0
20000,female,undergrad,single,26,0
50000,female,undergrad,single,27,1
80000,female,undergrad,single,26,0
340000,female,grad,single,26,0
30000,female,undergrad,married,27,0
120000,female,undergrad,single,27,0
50000,female,grad,single,27,1
50000,female,undergrad,single,27,0
500000,female,grad,single,28,0
360000,female,undergrad,single,27,1
60000,female,grad,single,27,0
50000,female,undergrad,single,27,0
130000,female,grad,single,27,0
360000,female,undergrad,single,29,0
160000,female,undergrad,single,27,0
360000,female,undergrad,married,27,0
210000,female,undergrad,single,28,0
230000,female,undergrad,single,28,1
70000,female,undergrad,single,27,1
50000,female,undergrad,married,25,0
80000,female,undergrad,single,25,0
100000,female,undergrad,single,26,1
200000,female,undergrad,married,28,0
70000,female,undergrad,single,28,0
110000,female,grad,married,28,0
50000,female,grad,single,28,1
50000,female,grad,single,28,0
70000,female,undergrad,single,27,0
60000,female,undergrad,single,27,1
130000,female,undergrad,married,27,0
150000,female,undergrad,single,25,1
30000,female,undergrad,single,27,0
200000,female,undergrad,single,26,0
50000,female,undergrad,married,29,0
260000,female,grad,single,29,0
360000,female,grad,single,29,0
30000,female,undergrad,single,29,1
100000,female,undergrad,married,29,1
80000,female,undergrad,married,29,0
30000,female,undergrad,married,29,0
400000,female,grad,single,28,0
240000,female,grad,single,29,0
110000,female,undergrad,single,30,1
220000,female,grad,single,28,0
200000,female,grad,single,28,0
360000,female,undergrad,single,28,0
30000,female,undergrad,single,28,0
110000,female,grad,single,28,0
80000,female,grad,single,29,0
50000,female,undergrad,single,35,0
100000,female,grad,single,22,1
50000,female,undergrad,single,23,0
350000,female,highschool,single,28,1
80000,female,highschool,married,28,1
90000,female,grad,married,29,0
120000,female,grad,single,27,0
50000,female,grad,single,25,0
50000,female,undergrad,single,23,0
90000,female,undergrad,single,24,0
70000,female,undergrad,single,25,0
10000,female,undergrad,married,31,0
130000,female,undergrad,single,29,0
360000,female,grad,single,27,0
80000,female,undergrad,married,35,0
70000,female,undergrad,single,27,0
30000,female,grad,single,22,1
80000,female,undergrad,single,24,0
80000,female,undergrad,single,24,0
150000,female,grad,single,29,0
260000,female,undergrad,single,29,0
20000,female,undergrad,married,29,0
20000,female,undergrad,single,25,1
200000,female,undergrad,single,27,0
110000,female,undergrad,married,25,1
160000,female,grad,married,24,0
20000,female,undergrad,married,24,0
110000,female,undergrad,single,26,0
200000,female,grad,single,30,1
50000,female,highschool,single,29,1
340000,female,undergrad,single,30,0
220000,female,grad,single,30,0
180000,female,undergrad,single,30,0
110000,female,other,single,32,0
50000,female,undergrad,married,32,0
50000,female,highschool,single,28,0
240000,female,undergrad,single,29,0
200000,female,grad,single,29,0
90000,female,highschool,married,29,0
20000,female,undergrad,married,29,1
300000,female,grad,single,30,1
290000,female,undergrad,single,30,0
20000,female,undergrad,married,30,1
200000,female,undergrad,single,31,0
130000,female,grad,married,31,0
10000,female,undergrad,single,27,0
210000,female,grad,single,28,0
130000,female,undergrad,married,28,0
80000,female,undergrad,married,29,1
410000,female,grad,married,37,0
60000,female,undergrad,married,31,1
30000,female,undergrad,single,31,0
320000,female,undergrad,married,32,0
80000,female,undergrad,married,32,0
210000,female,undergrad,married,32,0
60000,female,undergrad,married,32,1
310000,female,undergrad,married,29,0
130000,female,undergrad,single,25,0
60000,female,undergrad,single,26,0
30000,female,undergrad,single,29,0
150000,female,undergrad,single,25,0
30000,female,undergrad,married,25,1
130000,female,undergrad,single,42,0
50000,female,undergrad,single,26,0
170000,female,undergrad,single,27,0
30000,female,undergrad,married,32,1
250000,female,highschool,married,32,0
110000,female,undergrad,single,32,0
160000,female,grad,single,29,0
340000,female,grad,single,33,0
100000,female,highschool,married,36,0
230000,female,undergrad,single,28,0
200000,female,grad,married,31,0
30000,female,undergrad,married,30,1
120000,female,undergrad,single,30,0
120000,female,undergrad,single,28,0
50000,female,undergrad,married,31,1
20000,female,highschool,single,31,0
500000,female,undergrad,single,30,0
100000,female,grad,single,31,0
50000,female,grad,single,38,1
210000,female,grad,single,30,0
50000,female,undergrad,married,30,0
200000,female,highschool,married,29,1
150000,female,undergrad,single,27,0
50000,female,undergrad,married,34,1
300000,female,grad,single,30,0
120000,female,grad,single,31,0
190000,female,undergrad,single,36,0
70000,female,undergrad,married,35,0
50000,female,undergrad,married,39,1
50000,female,undergrad,single,38,0
80000,female,highschool,married,38,0
30000,female,undergrad,other,35,1
140000,female,undergrad,married,41,0
20000,female,highschool,married,49,1
30000,female,undergrad,married,38,1
260000,female,highschool,married,44,0
30000,female,grad,married,48,1
50000,female,undergrad,single,41,1
50000,female,undergrad,married,35,0
60000,female,highschool,married,35,1
50000,female,undergrad,married,48,1
80000,female,undergrad,married,38,0
80000,female,undergrad,married,41,1
100000,female,highschool,married,40,0
30000,female,highschool,married,37,0
30000,female,undergrad,married,49,0
30000,female,highschool,married,46,0
50000,female,undergrad,married,31,1
240000,female,undergrad,single,48,1
30000,female,highschool,married,44,0
240000,female,undergrad,single,35,0
50000,female,undergrad,single,31,1
70000,female,grad,single,23,1
80000,female,highschool,married,28,0
120000,female,undergrad,single,30,0
100000,female,highschool,married,32,0
50000,female,undergrad,married,44,0
320000,female,undergrad,married,39,0
220000,female,grad,married,36,0
140000,female,grad,single,33,0
140000,female,grad,married,37,1
50000,female,undergrad,single,24,0
60000,female,grad,single,25,1
90000,female,undergrad,single,47,0
20000,female,undergrad,other,44,1
130000,female,undergrad,single,29,0
80000,female,undergrad,married,34,1
230000,female,undergrad,married,37,0
180000,female,undergrad,married,29,0
20000,female,undergrad,single,34,0
210000,female,undergrad,married,34,0
70000,female,undergrad,single,22,0
50000,female,grad,single,22,0
140000,female,undergrad,married,30,0
100000,female,undergrad,married,32,0
80000,female,undergrad,single,37,0
300000,female,grad,married,36,0
200000,female,highschool,single,26,0
100000,female,undergrad,single,29,0
50000,female,undergrad,married,45,0
140000,female,highschool,married,47,0
50000,female,undergrad,married,28,0
500000,female,grad,single,28,0
360000,female,undergrad,single,31,0
240000,female,undergrad,single,34,0
200000,female,grad,married,35,0
280000,female,grad,married,35,0
330000,female,grad,married,36,0
100000,female,highschool,single,32,0
30000,female,highschool,married,35,1
130000,female,undergrad,single,37,1
30000,female,undergrad,single,41,0
50000,female,highschool,other,43,1
80000,female,undergrad,married,39,1
570000,female,grad,single,30,0
20000,female,undergrad,married,32,0
90000,female,undergrad,single,35,0
150000,female,highschool,married,43,1
110000,female,undergrad,married,41,0
170000,female,highschool,married,37,0
90000,female,undergrad,single,26,0
110000,female,undergrad,single,26,0
20000,female,undergrad,married,28,0
200000,female,undergrad,married,31,1
50000,female,undergrad,married,34,0
50000,female,highschool,married,45,0
30000,female,highschool,married,46,0
50000,female,highschool,married,46,1
80000,female,highschool,married,26,0
160000,female,grad,single,26,0
10000,female,undergrad,single,40,1
20000,female,undergrad,single,26,0
70000,female,grad,married,34,0
110000,female,highschool,other,37,0
150000,female,undergrad,married,45,0
500000,female,grad,married,39,0
30000,female,undergrad,married,48,1
160000,female,highschool,married,46,0
300000,female,undergrad,married,36,0
200000,female,highschool,married,46,0
50000,female,undergrad,single,35,0
80000,female,undergrad,single,29,0
140000,female,undergrad,single,29,0
60000,female,highschool,married,32,1
50000,female,highschool,married,47,0
30000,female,undergrad,single,39,0
80000,female,undergrad,married,45,0
50000,female,undergrad,married,43,0
90000,female,undergrad,single,39,0
120000,female,undergrad,married,46,0
50000,female,undergrad,married,39,1
80000,female,undergrad,single,31,0
160000,female,grad,married,31,0
140000,female,undergrad,single,33,0
50000,female,undergrad,married,33,0
50000,female,undergrad,married,35,0
50000,female,highschool,single,40,0
360000,female,undergrad,married,47,0
120000,female,undergrad,married,38,0
160000,female,highschool,married,38,1
100000,female,undergrad,married,42,0
110000,female,undergrad,married,46,0
300000,female,highschool,single,30,1
110000,female,undergrad,single,31,0
220000,female,grad,married,31,0
100000,female,undergrad,single,31,0
50000,female,undergrad,single,28,0
140000,female,undergrad,single,28,0
50000,female,undergrad,married,43,0
30000,female,highschool,married,28,1
170000,female,undergrad,single,30,0
260000,female,undergrad,married,32,1
290000,female,undergrad,married,33,1
80000,female,undergrad,single,37,1
160000,female,undergrad,married,35,0
100000,female,grad,married,40,1
40000,female,undergrad,married,37,1
290000,female,grad,single,35,0
160000,female,undergrad,single,42,1
140000,female,undergrad,married,36,0
80000,female,undergrad,single,45,0
30000,female,undergrad,married,42,1
70000,female,undergrad,married,46,1
30000,female,undergrad,married,29,1
50000,female,undergrad,married,30,1
570000,female,grad,single,32,0
200000,female,other,married,33,0
10000,female,undergrad,married,37,0
60000,female,highschool,married,48,1
220000,female,undergrad,single,46,1
60000,female,undergrad,single,42,1
280000,female,undergrad,married,42,1
10000,female,undergrad,single,31,0
200000,female,grad,single,31,0
200000,female,undergrad,married,33,1
220000,female,undergrad,married,37,0
370000,female,undergrad,married,45,0
100000,female,undergrad,married,36,0
290000,female,undergrad,married,45,0
20000,female,highschool,married,43,1
200000,female,undergrad,single,36,1
110000,female,highschool,single,33,0
80000,female,undergrad,married,41,0
100000,female,undergrad,married,36,0
50000,female,undergrad,married,39,0
20000,female,undergrad,other,30,1
300000,female,grad,single,33,0
160000,female,undergrad,single,41,0
80000,female,highschool,married,40,1
30000,female,undergrad,married,34,1
30000,female,undergrad,married,37,0
60000,female,undergrad,married,36,0
200000,female,undergrad,single,32,1
50000,female,undergrad,married,41,0
50000,female,highschool,single,45,0
270000,female,undergrad,married,42,0
30000,female,highschool,married,40,1
60000,female,undergrad,married,41,1
60000,female,undergrad,single,28,1
50000,female,grad,married,39,1
220000,female,undergrad,married,37,0
50000,female,highschool,married,36,1
30000,female,highschool,single,33,1
280000,female,undergrad,single,33,0
120000,female,undergrad,married,35,0
120000,female,highschool,married,39,0
70000,female,highschool,married,41,0
550000,female,undergrad,married,39,0
220000,female,undergrad,single,36,0
340000,female,undergrad,married,45,0
