instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
10641,3/24/2012,2,1,3,11,0,6,0,2,0.5,0.4848,0.94,0.194,98,175,273
10642,3/24/2012,2,1,3,12,0,6,0,3,0.52,0.5,0.94,0.2239,61,122,183
10643,3/24/2012,2,1,3,13,0,6,0,3,0.52,0.5,0.94,0.2537,62,134,196
10644,3/24/2012,2,1,3,14,0,6,0,3,0.52,0.5,0.88,0.3582,63,160,223
10645,3/24/2012,2,1,3,15,0,6,0,3,0.5,0.4848,0.94,0.4179,118,172,290
10646,3/24/2012,2,1,3,16,0,6,0,3,0.5,0.4848,0.94,0.2985,49,128,177
10647,3/24/2012,2,1,3,17,0,6,0,3,0.5,0.4848,0.88,0.2239,47,68,115
10648,3/24/2012,2,1,3,18,0,6,0,3,0.46,0.4545,0.94,0.2239,27,110,137
10649,3/24/2012,2,1,3,19,0,6,0,3,0.46,0.4545,0.94,0.1343,28,105,133
10650,3/24/2012,2,1,3,20,0,6,0,3,0.44,0.4394,1,0.194,31,80,111
10651,3/24/2012,2,1,3,21,0,6,0,3,0.44,0.4394,1,0.194,16,88,104
10652,3/24/2012,2,1,3,22,0,6,0,3,0.44,0.4394,1,0.2537,12,71,83
10653,3/24/2012,2,1,3,23,0,6,0,2,0.44,0.4394,0.94,0.2836,17,88,105
10654,3/25/2012,2,1,3,0,0,0,0,2,0.44,0.4394,0.94,0.2836,18,62,80
10655,3/25/2012,2,1,3,1,0,0,0,2,0.42,0.4242,1,0.2537,24,65,89
10656,3/25/2012,2,1,3,2,0,0,0,3,0.42,0.4242,1,0.2985,6,29,35
10657,3/25/2012,2,1,3,3,0,0,0,3,0.42,0.4242,0.94,0.2985,8,10,18
10658,3/25/2012,2,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.3284,1,7,8
10659,3/25/2012,2,1,3,5,0,0,0,2,0.4,0.4091,1,0.2537,0,6,6
10660,3/25/2012,2,1,3,6,0,0,0,2,0.4,0.4091,1,0.2537,5,13,18
10661,3/25/2012,2,1,3,7,0,0,0,2,0.4,0.4091,0.94,0.3284,14,25,39
10662,3/25/2012,2,1,3,8,0,0,0,2,0.4,0.4091,0.94,0.3284,21,68,89
10663,3/25/2012,2,1,3,9,0,0,0,2,0.4,0.4091,0.94,0.2537,26,92,118
10664,3/25/2012,2,1,3,10,0,0,0,2,0.4,0.4091,0.87,0.3284,78,172,250
10665,3/25/2012,2,1,3,11,0,0,0,2,0.4,0.4091,0.94,0.2537,106,217,323
10666,3/25/2012,2,1,3,12,0,0,0,2,0.4,0.4091,0.94,0.2239,122,238,360
10667,3/25/2012,2,1,3,13,0,0,0,2,0.42,0.4242,0.88,0.1642,110,257,367
10668,3/25/2012,2,1,3,14,0,0,0,2,0.44,0.4394,0.88,0.1642,123,291,414
10669,3/25/2012,2,1,3,15,0,0,0,2,0.44,0.4394,0.88,0.194,139,282,421
10670,3/25/2012,2,1,3,16,0,0,0,1,0.48,0.4697,0.77,0,153,339,492
10671,3/25/2012,2,1,3,17,0,0,0,1,0.5,0.4848,0.72,0.0896,146,273,419
10672,3/25/2012,2,1,3,18,0,0,0,1,0.5,0.4848,0.72,0.0896,202,289,491
10673,3/25/2012,2,1,3,19,0,0,0,1,0.5,0.4848,0.72,0.2537,114,261,375
10674,3/25/2012,2,1,3,20,0,0,0,1,0.48,0.4697,0.77,0.2239,63,196,259
10675,3/25/2012,2,1,3,21,0,0,0,1,0.48,0.4697,0.77,0.1642,25,124,149
10676,3/25/2012,2,1,3,22,0,0,0,1,0.46,0.4545,0.82,0.1343,19,92,111
10677,3/25/2012,2,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1343,9,56,65
10678,3/26/2012,2,1,3,0,0,1,1,2,0.48,0.4697,0.82,0.1642,10,23,33
10679,3/26/2012,2,1,3,1,0,1,1,1,0.48,0.4697,0.82,0.2537,18,10,28
10680,3/26/2012,2,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.2239,14,6,20
10681,3/26/2012,2,1,3,3,0,1,1,1,0.46,0.4545,0.82,0.194,0,1,1
10682,3/26/2012,2,1,3,4,0,1,1,1,0.44,0.4394,0.82,0.1642,0,4,4
10683,3/26/2012,2,1,3,5,0,1,1,1,0.44,0.4394,0.77,0.1642,0,36,36
10684,3/26/2012,2,1,3,6,0,1,1,1,0.42,0.4242,0.82,0.194,7,110,117
10685,3/26/2012,2,1,3,7,0,1,1,1,0.44,0.4394,0.72,0.194,15,355,370
10686,3/26/2012,2,1,3,8,0,1,1,1,0.44,0.4394,0.62,0.2239,32,625,657
10687,3/26/2012,2,1,3,9,0,1,1,1,0.46,0.4545,0.47,0.2836,37,245,282
10688,3/26/2012,2,1,3,10,0,1,1,1,0.5,0.4848,0.36,0.5821,55,98,153
10689,3/26/2012,2,1,3,11,0,1,1,1,0.48,0.4697,0.31,0.5821,47,131,178
10690,3/26/2012,2,1,3,12,0,1,1,1,0.48,0.4697,0.33,0.5224,63,216,279
10691,3/26/2012,2,1,3,13,0,1,1,1,0.48,0.4697,0.29,0.6866,79,222,301
10692,3/26/2012,2,1,3,14,0,1,1,1,0.48,0.4697,0.33,0.4478,58,159,217
10693,3/26/2012,2,1,3,15,0,1,1,1,0.48,0.4697,0.29,0.6119,66,157,223
10694,3/26/2012,2,1,3,16,0,1,1,1,0.48,0.4697,0.25,0.6418,60,245,305
10695,3/26/2012,2,1,3,17,0,1,1,1,0.46,0.4545,0.24,0.4478,65,599,664
10696,3/26/2012,2,1,3,18,0,1,1,1,0.44,0.4394,0.26,0.4478,90,594,684
10697,3/26/2012,2,1,3,19,0,1,1,1,0.42,0.4242,0.24,0.3582,41,417,458
10698,3/26/2012,2,1,3,20,0,1,1,1,0.4,0.4091,0.26,0.5224,12,209,221
10699,3/26/2012,2,1,3,21,0,1,1,1,0.38,0.3939,0.25,0.4925,11,175,186
10700,3/26/2012,2,1,3,22,0,1,1,1,0.36,0.3333,0.25,0.3582,13,80,93
10701,3/26/2012,2,1,3,23,0,1,1,1,0.34,0.2879,0.25,0.5224,2,46,48
10702,3/27/2012,2,1,3,0,0,2,1,1,0.32,0.2879,0.26,0.5224,1,9,10
10703,3/27/2012,2,1,3,1,0,2,1,1,0.3,0.2727,0.26,0.4627,1,4,5
10704,3/27/2012,2,1,3,2,0,2,1,1,0.26,0.2273,0.3,0.2985,1,6,7
10705,3/27/2012,2,1,3,3,0,2,1,1,0.26,0.2273,0.3,0.3284,0,4,4
10706,3/27/2012,2,1,3,4,0,2,1,1,0.24,0.2121,0.32,0.3582,0,3,3
10707,3/27/2012,2,1,3,5,0,2,1,1,0.22,0.2121,0.37,0.2836,1,16,17
10708,3/27/2012,2,1,3,6,0,2,1,1,0.22,0.2273,0.37,0.194,5,96,101
10709,3/27/2012,2,1,3,7,0,2,1,1,0.22,0.2273,0.37,0.194,9,277,286
10710,3/27/2012,2,1,3,8,0,2,1,1,0.22,0.2121,0.37,0.2985,14,567,581
10711,3/27/2012,2,1,3,9,0,2,1,1,0.24,0.2273,0.38,0.194,8,259,267
10712,3/27/2012,2,1,3,10,0,2,1,1,0.26,0.2576,0.35,0.2239,20,118,138
10713,3/27/2012,2,1,3,11,0,2,1,1,0.3,0.303,0.31,0.1642,34,141,175
10714,3/27/2012,2,1,3,12,0,2,1,1,0.32,0.3182,0.31,0.1642,34,186,220
10715,3/27/2012,2,1,3,13,0,2,1,1,0.36,0.3485,0.27,0,46,165,211
10716,3/27/2012,2,1,3,14,0,2,1,1,0.4,0.4091,0.24,0.1343,37,147,184
10717,3/27/2012,2,1,3,15,0,2,1,1,0.42,0.4242,0.2,0,42,158,200
10718,3/27/2012,2,1,3,16,0,2,1,1,0.42,0.4242,0.2,0,38,267,305
10719,3/27/2012,2,1,3,17,0,2,1,1,0.44,0.4394,0.16,0,72,542,614
10720,3/27/2012,2,1,3,18,0,2,1,1,0.42,0.4242,0.17,0.0896,67,577,644
10721,3/27/2012,2,1,3,19,0,2,1,1,0.42,0.4242,0.17,0,40,377,417
10722,3/27/2012,2,1,3,20,0,2,1,1,0.42,0.4242,0.17,0.0896,28,266,294
10723,3/27/2012,2,1,3,21,0,2,1,1,0.36,0.3485,0.37,0.1642,21,200,221
10724,3/27/2012,2,1,3,22,0,2,1,1,0.36,0.3485,0.37,0.1343,7,127,134
10725,3/27/2012,2,1,3,23,0,2,1,1,0.36,0.3485,0.37,0.194,5,59,64
10726,3/28/2012,2,1,3,0,0,3,1,1,0.36,0.3333,0.4,0.2836,1,29,30
10727,3/28/2012,2,1,3,1,0,3,1,1,0.36,0.3333,0.46,0.2985,0,8,8
10728,3/28/2012,2,1,3,2,0,3,1,1,0.34,0.303,0.49,0.2985,0,3,3
10729,3/28/2012,2,1,3,3,0,3,1,1,0.34,0.303,0.42,0.3284,1,4,5
10730,3/28/2012,2,1,3,4,0,3,1,1,0.36,0.3333,0.43,0.2985,1,0,1
10731,3/28/2012,2,1,3,5,0,3,1,1,0.36,0.3333,0.43,0.2985,2,38,40
10732,3/28/2012,2,1,3,6,0,3,1,1,0.36,0.3333,0.46,0.3582,4,111,115
10733,3/28/2012,2,1,3,7,0,3,1,1,0.36,0.3333,0.46,0.3284,10,348,358
10734,3/28/2012,2,1,3,8,0,3,1,1,0.38,0.3939,0.46,0.3582,19,639,658
10735,3/28/2012,2,1,3,9,0,3,1,1,0.4,0.4091,0.43,0.4478,16,298,314
10736,3/28/2012,2,1,3,10,0,3,1,1,0.46,0.4545,0.41,0.4179,33,140,173
10737,3/28/2012,2,1,3,11,0,3,1,1,0.5,0.4848,0.42,0.3881,54,168,222
10738,3/28/2012,2,1,3,12,0,3,1,2,0.54,0.5152,0.39,0.3582,50,218,268
10739,3/28/2012,2,1,3,13,0,3,1,1,0.56,0.5303,0.43,0.3284,60,213,273
10740,3/28/2012,2,1,3,14,0,3,1,1,0.62,0.6212,0.38,0.3582,52,169,221
10741,3/28/2012,2,1,3,15,0,3,1,2,0.62,0.6212,0.41,0.2985,47,152,199
10742,3/28/2012,2,1,3,16,0,3,1,3,0.62,0.6212,0.43,0.0896,51,170,221
10743,3/28/2012,2,1,3,17,0,3,1,1,0.6,0.6061,0.6,0.2239,72,532,604
10744,3/28/2012,2,1,3,18,0,3,1,1,0.6,0.6061,0.6,0.2239,61,580,641
10745,3/28/2012,2,1,3,19,0,3,1,1,0.6,0.6212,0.56,0.194,41,415,456
10746,3/28/2012,2,1,3,20,0,3,1,1,0.6,0.6212,0.56,0.2985,38,324,362
10747,3/28/2012,2,1,3,21,0,3,1,1,0.58,0.5455,0.6,0.2537,28,233,261
10748,3/28/2012,2,1,3,22,0,3,1,1,0.56,0.5303,0.64,0.1343,21,151,172
10749,3/28/2012,2,1,3,23,0,3,1,1,0.54,0.5152,0.68,0.1343,12,81,93
10750,3/29/2012,2,1,3,0,0,4,1,1,0.54,0.5152,0.68,0.194,10,38,48
10751,3/29/2012,2,1,3,1,0,4,1,1,0.56,0.5303,0.6,0.1343,15,18,33
10752,3/29/2012,2,1,3,2,0,4,1,1,0.6,0.6061,0.28,0.2985,0,6,6
10753,3/29/2012,2,1,3,3,0,4,1,1,0.58,0.5455,0.28,0.2537,1,4,5
10754,3/29/2012,2,1,3,4,0,4,1,1,0.52,0.5,0.36,0.2537,1,8,9
10755,3/29/2012,2,1,3,5,0,4,1,1,0.5,0.4848,0.45,0.2239,2,30,32
10756,3/29/2012,2,1,3,6,0,4,1,1,0.46,0.4545,0.59,0.2537,3,114,117
10757,3/29/2012,2,1,3,7,0,4,1,1,0.46,0.4545,0.51,0.3582,14,353,367
10758,3/29/2012,2,1,3,8,0,4,1,1,0.46,0.4545,0.47,0.4179,26,628,654
10759,3/29/2012,2,1,3,9,0,4,1,1,0.48,0.4697,0.48,0.4179,22,299,321
10760,3/29/2012,2,1,3,10,0,4,1,1,0.46,0.4545,0.47,0.4478,42,124,166
10761,3/29/2012,2,1,3,11,0,4,1,1,0.5,0.4848,0.45,0.4179,54,166,220
10762,3/29/2012,2,1,3,12,0,4,1,1,0.5,0.4848,0.42,0.4925,64,228,292
10763,3/29/2012,2,1,3,13,0,4,1,1,0.46,0.4545,0.44,0.3284,50,223,273
10764,3/29/2012,2,1,3,14,0,4,1,1,0.5,0.4848,0.42,0.3582,63,175,238
10765,3/29/2012,2,1,3,15,0,4,1,1,0.52,0.5,0.39,0.3582,109,198,307
10766,3/29/2012,2,1,3,16,0,4,1,1,0.52,0.5,0.36,0.3284,67,321,388
10767,3/29/2012,2,1,3,17,0,4,1,1,0.52,0.5,0.38,0.3881,83,620,703
10768,3/29/2012,2,1,3,18,0,4,1,1,0.5,0.4848,0.39,0.2985,83,598,681
10769,3/29/2012,2,1,3,19,0,4,1,1,0.48,0.4697,0.39,0.2836,47,421,468
10770,3/29/2012,2,1,3,20,0,4,1,1,0.46,0.4545,0.38,0.2985,34,301,335
10771,3/29/2012,2,1,3,21,0,4,1,1,0.44,0.4394,0.44,0.2836,10,214,224
10772,3/29/2012,2,1,3,22,0,4,1,1,0.42,0.4242,0.44,0.2836,17,135,152
10773,3/29/2012,2,1,3,23,0,4,1,1,0.42,0.4242,0.47,0.2985,17,77,94
10774,3/30/2012,2,1,3,0,0,5,1,1,0.4,0.4091,0.47,0.2985,10,49,59
10775,3/30/2012,2,1,3,1,0,5,1,1,0.38,0.3939,0.5,0.2836,6,21,27
10776,3/30/2012,2,1,3,2,0,5,1,1,0.36,0.3333,0.53,0.2985,1,6,7
10777,3/30/2012,2,1,3,3,0,5,1,1,0.34,0.3333,0.61,0.1343,0,7,7
10778,3/30/2012,2,1,3,4,0,5,1,1,0.34,0.3485,0.53,0.0896,1,1,2
10779,3/30/2012,2,1,3,5,0,5,1,1,0.32,0.3333,0.61,0.0896,0,26,26
10780,3/30/2012,2,1,3,6,0,5,1,1,0.32,0.3333,0.57,0.1343,5,81,86
10781,3/30/2012,2,1,3,7,0,5,1,1,0.32,0.3182,0.57,0.1642,9,280,289
10782,3/30/2012,2,1,3,8,0,5,1,1,0.32,0.3182,0.66,0.1642,38,555,593
10783,3/30/2012,2,1,3,9,0,5,1,1,0.34,0.3333,0.57,0.1642,29,292,321
10784,3/30/2012,2,1,3,10,0,5,1,2,0.36,0.3636,0.57,0.1045,50,137,187
10785,3/30/2012,2,1,3,11,0,5,1,2,0.36,0.3788,0.53,0,48,153,201
10786,3/30/2012,2,1,3,12,0,5,1,2,0.38,0.3939,0.54,0,62,208,270
10787,3/30/2012,2,1,3,13,0,5,1,3,0.4,0.4091,0.5,0,44,198,242
10788,3/30/2012,2,1,3,14,0,5,1,3,0.4,0.4091,0.54,0,56,173,229
10789,3/30/2012,2,1,3,15,0,5,1,3,0.42,0.4242,0.54,0,73,207,280
10790,3/30/2012,2,1,3,16,0,5,1,3,0.4,0.4091,0.62,0.2836,75,292,367
10791,3/30/2012,2,1,3,17,0,5,1,2,0.4,0.4091,0.62,0.2239,93,513,606
10792,3/30/2012,2,1,3,18,0,5,1,1,0.42,0.4242,0.54,0.194,68,492,560
10793,3/30/2012,2,1,3,19,0,5,1,1,0.4,0.4091,0.62,0.2239,42,353,395
10794,3/30/2012,2,1,3,20,0,5,1,1,0.4,0.4091,0.62,0.1642,17,192,209
10795,3/30/2012,2,1,3,21,0,5,1,1,0.38,0.3939,0.66,0.1343,30,190,220
10796,3/30/2012,2,1,3,22,0,5,1,1,0.36,0.3485,0.71,0.1642,23,130,153
10797,3/30/2012,2,1,3,23,0,5,1,1,0.36,0.3788,0.71,0,16,107,123
10798,3/31/2012,2,1,3,0,0,6,0,1,0.38,0.3939,0.82,0.194,12,80,92
10799,3/31/2012,2,1,3,1,0,6,0,2,0.4,0.4091,0.76,0.194,17,65,82
10800,3/31/2012,2,1,3,2,0,6,0,2,0.42,0.4242,0.77,0.2537,14,55,69
10801,3/31/2012,2,1,3,3,0,6,0,1,0.4,0.4091,0.82,0.2537,10,21,31
10802,3/31/2012,2,1,3,4,0,6,0,1,0.42,0.4242,0.77,0.4179,4,4,8
10803,3/31/2012,2,1,3,5,0,6,0,1,0.4,0.4091,0.82,0.2239,0,5,5
10804,3/31/2012,2,1,3,6,0,6,0,2,0.36,0.3485,0.87,0.1642,7,16,23
10805,3/31/2012,2,1,3,7,0,6,0,2,0.36,0.3485,0.87,0.1642,5,39,44
10806,3/31/2012,2,1,3,8,0,6,0,2,0.36,0.3485,0.87,0.194,19,126,145
10807,3/31/2012,2,1,3,9,0,6,0,2,0.4,0.4091,0.76,0.194,62,161,223
10808,3/31/2012,2,1,3,10,0,6,0,2,0.4,0.4091,0.76,0.1343,108,205,313
10809,3/31/2012,2,1,3,11,0,6,0,1,0.46,0.4545,0.72,0.1343,184,279,463
10810,3/31/2012,2,1,3,12,0,6,0,1,0.48,0.4697,0.67,0,263,358,621
10811,3/31/2012,2,1,3,13,0,6,0,1,0.54,0.5152,0.6,0.1343,265,373,638
10812,3/31/2012,2,1,3,14,0,6,0,2,0.5,0.4848,0.63,0.2537,240,311,551
10813,3/31/2012,2,1,3,15,0,6,0,2,0.52,0.5,0.59,0.2836,275,330,605
10814,3/31/2012,2,1,3,16,0,6,0,2,0.5,0.4848,0.63,0.2985,243,292,535
10815,3/31/2012,2,1,3,17,0,6,0,1,0.48,0.4697,0.67,0.4179,238,305,543
10816,3/31/2012,2,1,3,18,0,6,0,2,0.44,0.4394,0.72,0.4627,102,239,341
10817,3/31/2012,2,1,3,19,0,6,0,1,0.42,0.4242,0.71,0.4478,93,191,284
10818,3/31/2012,2,1,3,20,0,6,0,2,0.4,0.4091,0.71,0.3284,52,156,208
10819,3/31/2012,2,1,3,21,0,6,0,2,0.4,0.4091,0.71,0.3284,36,107,143
10820,3/31/2012,2,1,3,22,0,6,0,2,0.38,0.3939,0.71,0.2537,40,116,156
10821,3/31/2012,2,1,3,23,0,6,0,2,0.36,0.3333,0.76,0.2836,12,100,112
13748,8/1/2012,3,1,8,0,0,3,1,1,0.68,0.6364,0.79,0.1642,3,44,47
13749,8/1/2012,3,1,8,1,0,3,1,1,0.66,0.6061,0.83,0.0896,5,28,33
13750,8/1/2012,3,1,8,2,0,3,1,1,0.64,0.5758,0.83,0.1045,0,13,13
13751,8/1/2012,3,1,8,3,0,3,1,1,0.64,0.5758,0.83,0.1045,0,7,7
13752,8/1/2012,3,1,8,4,0,3,1,2,0.64,0.5909,0.78,0.1343,1,3,4
13753,8/1/2012,3,1,8,5,0,3,1,2,0.64,0.5909,0.78,0.1343,3,46,49
13754,8/1/2012,3,1,8,6,0,3,1,1,0.64,0.5909,0.78,0.1343,6,179,185
13755,8/1/2012,3,1,8,7,0,3,1,2,0.64,0.5758,0.83,0.1343,19,468,487
13756,8/1/2012,3,1,8,8,0,3,1,2,0.66,0.6061,0.78,0.194,32,649,681
13757,8/1/2012,3,1,8,9,0,3,1,2,0.68,0.6364,0.74,0.0896,34,316,350
13758,8/1/2012,3,1,8,10,0,3,1,1,0.72,0.6818,0.66,0.0896,61,175,236
13759,8/1/2012,3,1,8,11,0,3,1,1,0.76,0.7121,0.58,0.0896,54,180,234
13760,8/1/2012,3,1,8,12,0,3,1,1,0.8,0.7424,0.49,0.1045,75,209,284
13761,8/1/2012,3,1,8,13,0,3,1,1,0.8,0.7424,0.52,0.1642,59,221,280
13762,8/1/2012,3,1,8,14,0,3,1,1,0.82,0.7576,0.46,0.1642,88,175,263
13763,8/1/2012,3,1,8,15,0,3,1,1,0.82,0.7576,0.46,0.1642,89,206,295
13764,8/1/2012,3,1,8,16,0,3,1,1,0.8,0.7576,0.55,0.2836,93,386,479
13765,8/1/2012,3,1,8,17,0,3,1,1,0.8,0.7424,0.49,0.1642,103,734,837
13766,8/1/2012,3,1,8,18,0,3,1,3,0.76,0.7121,0.62,0.2239,105,786,891
13767,8/1/2012,3,1,8,19,0,3,1,1,0.74,0.697,0.66,0.2537,88,564,652
13768,8/1/2012,3,1,8,20,0,3,1,1,0.74,0.697,0.66,0.1642,65,448,513
13769,8/1/2012,3,1,8,21,0,3,1,1,0.72,0.6818,0.7,0.1343,36,284,320
13770,8/1/2012,3,1,8,22,0,3,1,1,0.72,0.6818,0.7,0.1045,37,251,288
13771,8/1/2012,3,1,8,23,0,3,1,1,0.7,0.6667,0.74,0,18,134,152
13772,8/2/2012,3,1,8,0,0,4,1,1,0.7,0.6667,0.74,0,8,55,63
13773,8/2/2012,3,1,8,1,0,4,1,1,0.68,0.6364,0.79,0.1045,6,36,42
13774,8/2/2012,3,1,8,2,0,4,1,1,0.66,0.6061,0.83,0.0896,3,8,11
13775,8/2/2012,3,1,8,3,0,4,1,1,0.66,0.6061,0.83,0,0,6,6
13776,8/2/2012,3,1,8,4,0,4,1,1,0.66,0.6061,0.83,0,0,9,9
13777,8/2/2012,3,1,8,5,0,4,1,1,0.66,0.5909,0.89,0.1343,4,37,41
13778,8/2/2012,3,1,8,6,0,4,1,1,0.66,0.6061,0.83,0,6,177,183
13779,8/2/2012,3,1,8,7,0,4,1,1,0.7,0.6667,0.79,0,21,452,473
13780,8/2/2012,3,1,8,8,0,4,1,1,0.72,0.697,0.74,0.1045,21,718,739
13781,8/2/2012,3,1,8,9,0,4,1,1,0.76,0.7273,0.66,0.1045,31,312,343
13782,8/2/2012,3,1,8,10,0,4,1,1,0.8,0.7576,0.55,0,51,130,181
13783,8/2/2012,3,1,8,11,0,4,1,1,0.82,0.7727,0.52,0.1045,59,167,226
13784,8/2/2012,3,1,8,12,0,4,1,1,0.84,0.7576,0.44,0.1343,56,230,286
13785,8/2/2012,3,1,8,13,0,4,1,1,0.86,0.7879,0.44,0.2239,98,212,310
13786,8/2/2012,3,1,8,14,0,4,1,1,0.86,0.7879,0.41,0.1343,54,171,225
13787,8/2/2012,3,1,8,15,0,4,1,1,0.78,0.7424,0.62,0.4627,68,202,270
13788,8/2/2012,3,1,8,16,0,4,1,1,0.82,0.7576,0.46,0.194,71,335,406
13789,8/2/2012,3,1,8,17,0,4,1,1,0.82,0.7727,0.52,0.2537,90,775,865
13790,8/2/2012,3,1,8,18,0,4,1,1,0.8,0.7727,0.59,0.2239,86,681,767
13791,8/2/2012,3,1,8,19,0,4,1,1,0.8,0.7879,0.63,0.1642,98,509,607
13792,8/2/2012,3,1,8,20,0,4,1,1,0.78,0.7576,0.66,0,51,376,427
13793,8/2/2012,3,1,8,21,0,4,1,1,0.76,0.7273,0.66,0.2239,41,301,342
13794,8/2/2012,3,1,8,22,0,4,1,1,0.74,0.697,0.7,0.194,35,227,262
13795,8/2/2012,3,1,8,23,0,4,1,1,0.72,0.6818,0.7,0.2537,25,152,177
13796,8/3/2012,3,1,8,0,0,5,1,1,0.72,0.6818,0.7,0.194,15,56,71
13797,8/3/2012,3,1,8,1,0,5,1,1,0.7,0.6667,0.74,0.194,11,32,43
13798,8/3/2012,3,1,8,2,0,5,1,1,0.68,0.6364,0.79,0.2239,0,14,14
13799,8/3/2012,3,1,8,3,0,5,1,1,0.68,0.6364,0.79,0.2239,1,5,6
13800,8/3/2012,3,1,8,4,0,5,1,1,0.66,0.6061,0.83,0.2537,1,11,12
13801,8/3/2012,3,1,8,5,0,5,1,1,0.66,0.6061,0.83,0.1642,2,35,37
13802,8/3/2012,3,1,8,6,0,5,1,1,0.66,0.6061,0.83,0.2239,5,158,163
13803,8/3/2012,3,1,8,7,0,5,1,1,0.7,0.6667,0.74,0.1045,25,396,421
13804,8/3/2012,3,1,8,8,0,5,1,1,0.72,0.6818,0.7,0.1343,32,636,668
13805,8/3/2012,3,1,8,9,0,5,1,2,0.74,0.697,0.66,0.1045,69,327,396
13806,8/3/2012,3,1,8,10,0,5,1,2,0.8,0.7424,0.52,0.194,82,167,249
13807,8/3/2012,3,1,8,11,0,5,1,2,0.84,0.7879,0.49,0.2836,77,186,263
13808,8/3/2012,3,1,8,12,0,5,1,2,0.86,0.8182,0.5,0.2985,95,243,338
13809,8/3/2012,3,1,8,13,0,5,1,2,0.86,0.803,0.47,0.2836,98,247,345
13810,8/3/2012,3,1,8,14,0,5,1,2,0.86,0.7879,0.44,0.2537,102,229,331
13811,8/3/2012,3,1,8,15,0,5,1,1,0.88,0.8182,0.42,0.2537,112,268,380
13812,8/3/2012,3,1,8,16,0,5,1,2,0.86,0.7879,0.41,0.2239,112,380,492
13813,8/3/2012,3,1,8,17,0,5,1,2,0.84,0.803,0.53,0.2836,95,646,741
13814,8/3/2012,3,1,8,18,0,5,1,2,0.82,0.803,0.59,0.2537,98,573,671
13815,8/3/2012,3,1,8,19,0,5,1,2,0.8,0.7879,0.63,0.2239,81,388,469
13816,8/3/2012,3,1,8,20,0,5,1,2,0.78,0.7576,0.66,0.2239,89,300,389
13817,8/3/2012,3,1,8,21,0,5,1,2,0.76,0.7273,0.66,0.194,54,224,278
13818,8/3/2012,3,1,8,22,0,5,1,1,0.76,0.7273,0.7,0.2537,46,156,202
13819,8/3/2012,3,1,8,23,0,5,1,1,0.74,0.7121,0.79,0.1343,26,170,196
13820,8/4/2012,3,1,8,0,0,6,0,1,0.74,0.7121,0.79,0.1642,24,137,161
13821,8/4/2012,3,1,8,1,0,6,0,1,0.72,0.7121,0.84,0.194,23,99,122
13822,8/4/2012,3,1,8,2,0,6,0,1,0.72,0.7121,0.84,0.1343,20,64,84
13823,8/4/2012,3,1,8,3,0,6,0,1,0.72,0.7121,0.84,0.1343,11,19,30
13824,8/4/2012,3,1,8,4,0,6,0,1,0.72,0.697,0.79,0.194,2,11,13
13825,8/4/2012,3,1,8,5,0,6,0,1,0.7,0.6667,0.84,0.2239,1,16,17
13826,8/4/2012,3,1,8,6,0,6,0,1,0.7,0.6667,0.84,0.2239,12,37,49
13827,8/4/2012,3,1,8,7,0,6,0,1,0.72,0.697,0.77,0.1642,18,49,67
13828,8/4/2012,3,1,8,8,0,6,0,1,0.74,0.7273,0.72,0.194,49,132,181
13829,8/4/2012,3,1,8,9,0,6,0,1,0.78,0.7576,0.65,0.2239,61,217,278
13830,8/4/2012,3,1,8,10,0,6,0,1,0.82,0.7727,0.57,0.194,108,288,396
13831,8/4/2012,3,1,8,11,0,6,0,1,0.86,0.803,0.47,0.2537,155,315,470
13832,8/4/2012,3,1,8,12,0,6,0,1,0.86,0.7879,0.4,0.3582,222,325,547
13833,8/4/2012,3,1,8,13,0,6,0,1,0.88,0.8182,0.42,0.2985,195,332,527
13834,8/4/2012,3,1,8,14,0,6,0,1,0.88,0.803,0.4,0.3881,183,289,472
13835,8/4/2012,3,1,8,15,0,6,0,1,0.88,0.8182,0.42,0.4179,205,284,489
13836,8/4/2012,3,1,8,16,0,6,0,1,0.9,0.8182,0.39,0.2985,197,253,450
13837,8/4/2012,3,1,8,17,0,6,0,1,0.88,0.7879,0.37,0.2985,179,313,492
13838,8/4/2012,3,1,8,18,0,6,0,1,0.86,0.7879,0.41,0.3284,169,321,490
13839,8/4/2012,3,1,8,19,0,6,0,1,0.82,0.7727,0.52,0.3582,133,264,397
13840,8/4/2012,3,1,8,20,0,6,0,1,0.82,0.7727,0.52,0.2985,117,195,312
13841,8/4/2012,3,1,8,21,0,6,0,1,0.8,0.7727,0.59,0.2537,96,193,289
13842,8/4/2012,3,1,8,22,0,6,0,1,0.76,0.7273,0.66,0.2836,104,165,269
13843,8/4/2012,3,1,8,23,0,6,0,1,0.76,0.7273,0.66,0.2985,61,161,222
13844,8/5/2012,3,1,8,0,0,0,0,1,0.74,0.697,0.7,0.2836,32,121,153
13845,8/5/2012,3,1,8,1,0,0,0,1,0.74,0.697,0.7,0.2537,8,79,87
13846,8/5/2012,3,1,8,2,0,0,0,1,0.74,0.697,0.7,0.2985,5,68,73
13847,8/5/2012,3,1,8,3,0,0,0,1,0.72,0.697,0.74,0.2537,9,32,41
